block,trialNum,trial_type,dis_PresentorAbsent,corrResp,subResp,trialCorr?,RT,"stim_loc(T,D)",ITI,"Tar,Dis,Other",trial_trigs,triggers
1,61,dis,Present,rshift,lshift,0,0.8155042892813071,"('1', '7')",2.4,"('green_circle', 'blue_diamond', 'green_diamond')",None,
1,62,neut,Present,lshift,lshift,1,0.9988037298990093,"('9', '5')",2.4,"('green_circle', 'blue_diamond', 'green_diamond')",None,
1,63,dis,Present,lshift,lshift,1,1.015419340950757,"('9', '7')",2.2,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,0,neut,Present,lshift,lshift,1,1.2153260517729905,"('5', '3')",2.0,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,1,dis,Present,lshift,lshift,1,0.9820225850917268,"('7', '1')",2.3,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,2,neut,Absent,lshift,lshift,1,1.1155403153293264,"('11', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
2,3,dis,Present,rshift,lshift,0,1.8152139636063112,"('3', '1')",1.6,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,4,neut,Absent,rshift,lshift,0,0.6322362872447229,"('9', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
2,5,neut,Absent,lshift,lshift,1,1.1486746552741351,"('9', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
2,6,neut,Absent,lshift,lshift,1,0.7322206000344522,"('11', 'noDis')",1.4,"('green_diamond', 'noDis', 'green_circle')",None,
2,7,dis,Present,rshift,None,nan,nan,"('3', '5')",1.9,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,8,dis,Present,lshift,lshift,1,0.9319864788435552,"('11', '1')",2.4,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,9,neut,Absent,lshift,lshift,1,1.0152634312516966,"('11', 'noDis')",2.6,"('green_diamond', 'noDis', 'green_circle')",None,
2,10,neut,Absent,lshift,lshift,1,1.1983556338741437,"('7', 'noDis')",1.8,"('green_diamond', 'noDis', 'green_circle')",None,
2,11,neut,Present,rshift,lshift,0,1.0984807145155173,"('1', '3')",1.4,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,12,neut,Present,lshift,lshift,1,1.3315185572641894,"('11', '7')",1.8,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,13,neut,Present,lshift,lshift,1,1.331589133671514,"('3', '7')",2.2,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,14,neut,Present,lshift,lshift,1,0.8154943444237688,"('5', '7')",1.6,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,15,neut,Absent,rshift,lshift,0,1.4148869381997429,"('5', 'noDis')",2.1,"('green_diamond', 'noDis', 'green_circle')",None,
2,16,dis,Present,lshift,lshift,1,1.2482977451800252,"('11', '3')",1.5,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,17,dis,Present,rshift,None,nan,nan,"('1', '3')",1.9,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,18,neut,Absent,rshift,None,nan,nan,"('9', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
2,19,neut,Absent,lshift,lshift,1,0.8488301479310394,"('5', 'noDis')",1.4,"('green_diamond', 'noDis', 'green_circle')",None,
2,20,neut,Absent,rshift,lshift,0,0.7153499515106887,"('11', 'noDis')",1.7,"('green_circle', 'noDis', 'green_diamond')",None,
2,21,dis,Present,rshift,lshift,0,1.4486526161872462,"('11', '1')",2.6,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,22,neut,Present,lshift,lshift,1,0.8654287564854712,"('11', '3')",1.6,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,23,neut,Present,rshift,lshift,0,1.315298174092277,"('3', '11')",1.6,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,24,neut,Absent,rshift,lshift,0,1.11543380911462,"('7', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
2,25,neut,Absent,rshift,lshift,0,0.6156232426073984,"('9', 'noDis')",1.5,"('green_circle', 'noDis', 'green_diamond')",None,
2,26,neut,Absent,lshift,lshift,1,1.2653611956156965,"('7', 'noDis')",2.5,"('green_diamond', 'noDis', 'green_circle')",None,
2,27,neut,Absent,lshift,None,nan,nan,"('1', 'noDis')",2.4,"('green_circle', 'noDis', 'green_diamond')",None,
2,28,neut,Present,lshift,lshift,1,1.3319439405181583,"('5', '11')",2.3,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,29,neut,Absent,lshift,lshift,1,1.4486109119466164,"('1', 'noDis')",1.5,"('green_diamond', 'noDis', 'green_circle')",None,
2,30,dis,Present,rshift,lshift,0,1.6651332338205975,"('1', '9')",2.3,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,31,neut,Present,lshift,lshift,1,0.8821839163424556,"('3', '7')",1.9,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,32,neut,Absent,lshift,lshift,1,1.0987578873146049,"('7', 'noDis')",1.6,"('green_diamond', 'noDis', 'green_circle')",None,
2,33,dis,Present,lshift,lshift,1,1.2486769329671006,"('1', '3')",1.4,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,34,neut,Absent,lshift,lshift,1,1.6818967345257079,"('7', 'noDis')",1.9,"('green_circle', 'noDis', 'green_diamond')",None,
2,35,neut,Present,lshift,lshift,1,0.9155270982923867,"('5', '11')",2.5,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,36,neut,Absent,rshift,lshift,0,1.2487074091432078,"('1', 'noDis')",2.2,"('green_diamond', 'noDis', 'green_circle')",None,
2,37,dis,Present,rshift,lshift,0,1.0986978973683108,"('3', '7')",2.2,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,38,neut,Present,rshift,None,nan,nan,"('9', '11')",1.6,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,39,neut,Absent,lshift,lshift,1,0.7323842089776917,"('7', 'noDis')",1.9,"('green_diamond', 'noDis', 'green_circle')",None,
2,40,neut,Present,lshift,lshift,1,0.9487775685079214,"('3', '7')",1.7,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,41,dis,Present,rshift,lshift,0,1.4319301781188187,"('7', '3')",1.9,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,42,neut,Absent,rshift,lshift,0,0.682254749391177,"('1', 'noDis')",1.5,"('green_circle', 'noDis', 'green_diamond')",None,
2,43,neut,Absent,rshift,lshift,0,1.8651387516124487,"('5', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
2,44,neut,Absent,rshift,lshift,0,1.065423687816292,"('7', 'noDis')",1.9,"('green_circle', 'noDis', 'green_diamond')",None,
2,45,dis,Present,lshift,lshift,1,1.38188605182404,"('3', '7')",2.0,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,46,neut,Absent,rshift,lshift,0,0.932170939907337,"('3', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
2,47,neut,Absent,lshift,lshift,1,1.0988060075919748,"('3', 'noDis')",2.2,"('green_diamond', 'noDis', 'green_circle')",None,
2,48,neut,Absent,lshift,lshift,1,1.0154555915601122,"('7', 'noDis')",2.5,"('green_circle', 'noDis', 'green_diamond')",None,
2,49,neut,Absent,rshift,lshift,0,0.8655240346352002,"('1', 'noDis')",1.8,"('green_diamond', 'noDis', 'green_circle')",None,
2,50,neut,Present,lshift,lshift,1,0.8988187755057879,"('11', '5')",2.2,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,51,dis,Present,lshift,lshift,1,0.9154408025951852,"('9', '5')",2.3,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,52,dis,Present,lshift,lshift,1,0.7161031942564478,"('7', '3')",1.4,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,53,neut,Present,rshift,lshift,0,1.2486592888658379,"('1', '3')",2.3,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,54,neut,Absent,rshift,None,nan,nan,"('3', 'noDis')",2.1,"('green_diamond', 'noDis', 'green_circle')",None,
2,55,dis,Present,lshift,None,nan,nan,"('5', '3')",1.6,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,56,neut,Absent,lshift,None,nan,nan,"('5', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
2,57,neut,Present,rshift,None,nan,nan,"('1', '9')",2.2,"('green_circle', 'blue_diamond', 'green_diamond')",None,
2,58,neut,Absent,rshift,lshift,0,1.3985982242334103,"('9', 'noDis')",2.4,"('green_diamond', 'noDis', 'green_circle')",None,
2,59,neut,Absent,lshift,lshift,1,1.0320862802991542,"('5', 'noDis')",2.6,"('green_diamond', 'noDis', 'green_circle')",None,
2,60,neut,Absent,lshift,lshift,1,1.0154392306658337,"('7', 'noDis')",2.4,"('green_diamond', 'noDis', 'green_circle')",None,
2,61,neut,Absent,rshift,lshift,0,0.8988271163539139,"('9', 'noDis')",1.8,"('green_diamond', 'noDis', 'green_circle')",None,
2,62,dis,Present,rshift,lshift,0,1.2653454763249101,"('9', '7')",2.3,"('green_diamond', 'blue_circle', 'green_circle')",None,
2,63,neut,Present,lshift,lshift,1,0.9821422441823415,"('3', '1')",1.9,"('green_circle', 'blue_diamond', 'green_diamond')",None,
