block,trialNum,trial_type,dis_PresentorAbsent,corrResp,subResp,trialCorr?,RT,"stim_loc(T,D)",ITI,"Tar,Dis,Other",trial_trigs,triggers
0,44,dis,Present,lshift,lshift,1,0.7488131133529805,"('11', '1')",1.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,45,dis,Present,lshift,lshift,1,0.8487999925573604,"('7', '3')",2.3,"('green_diamond', 'red_circle', 'green_circle')",None,
0,46,dis,Present,lshift,lshift,1,0.7154997659749824,"('3', '9')",2.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,47,dis,Present,rshift,lshift,0,0.8155228957884901,"('1', '5')",1.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,48,neut,Absent,rshift,lshift,0,0.8821723674759596,"('9', 'noDis')",1.6,"('green_circle', 'noDis', 'green_diamond')",None,
0,49,neut,Present,lshift,lshift,1,1.148696148998397,"('1', '11')",2.1,"('green_diamond', 'red_circle', 'green_circle')",None,
0,50,neut,Absent,rshift,lshift,0,0.9821047103655474,"('11', 'noDis')",2.6,"('green_circle', 'noDis', 'green_diamond')",None,
0,51,neut,Absent,lshift,lshift,1,0.9988123915488814,"('3', 'noDis')",1.9,"('green_diamond', 'noDis', 'green_circle')",None,
0,52,neut,Absent,rshift,lshift,0,0.6988899293562554,"('9', 'noDis')",2.4,"('green_circle', 'noDis', 'green_diamond')",None,
0,53,neut,Present,rshift,lshift,0,0.5988956717094425,"('7', '3')",1.8,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,54,neut,Absent,lshift,lshift,1,0.7988582020529975,"('5', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
0,55,neut,Absent,lshift,lshift,1,0.9487881549689519,"('7', 'noDis')",1.5,"('green_diamond', 'noDis', 'green_circle')",None,
0,56,dis,Present,rshift,lshift,0,0.9819985249530419,"('1', '9')",1.7,"('green_diamond', 'red_circle', 'green_circle')",None,
0,57,neut,Absent,rshift,lshift,0,0.715455174517956,"('5', 'noDis')",2.5,"('green_circle', 'noDis', 'green_diamond')",None,
0,58,neut,Absent,rshift,lshift,0,0.6321387634823168,"('11', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
0,59,neut,Present,rshift,lshift,0,0.6820824787973834,"('7', '5')",1.8,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,60,neut,Present,rshift,lshift,0,0.6987866311603739,"('7', '3')",2.0,"('green_diamond', 'red_circle', 'green_circle')",None,
0,61,neut,Absent,rshift,lshift,0,0.58229128872199,"('1', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
0,62,neut,Absent,rshift,lshift,0,0.7155578311101181,"('11', 'noDis')",1.7,"('green_diamond', 'noDis', 'green_circle')",None,
0,63,neut,Absent,lshift,lshift,1,0.8821486281390207,"('1', 'noDis')",2.5,"('green_diamond', 'noDis', 'green_circle')",None,
1,0,neut,Absent,rshift,lshift,0,0.5489288586609291,"('1', 'noDis')",1.8,"('green_diamond', 'noDis', 'green_circle')",None,
1,1,neut,Present,lshift,lshift,1,0.5988414561966238,"('1', '9')",2.4,"('green_diamond', 'red_circle', 'green_circle')",None,
1,2,neut,Present,lshift,lshift,1,0.6655092135895302,"('3', '9')",1.9,"('green_diamond', 'red_circle', 'green_circle')",None,
1,3,neut,Absent,rshift,lshift,0,0.6655865268355683,"('7', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
1,4,dis,Present,lshift,lshift,1,0.7995520964559546,"('9', '5')",1.8,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,5,dis,Present,lshift,lshift,1,0.7321811414064996,"('9', '1')",2.0,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,6,neut,Present,rshift,lshift,0,0.93210934595254,"('5', '3')",2.5,"('green_diamond', 'red_circle', 'green_circle')",None,
1,7,neut,Present,lshift,lshift,1,0.6321644276301868,"('7', '9')",2.1,"('green_diamond', 'red_circle', 'green_circle')",None,
1,8,dis,Present,rshift,lshift,0,1.1986632828486563,"('1', '5')",1.5,"('green_diamond', 'red_circle', 'green_circle')",None,
1,9,neut,Present,lshift,lshift,1,0.8321413940573166,"('1', '5')",2.0,"('green_diamond', 'red_circle', 'green_circle')",None,
1,10,neut,Present,lshift,None,nan,nan,"('11', '1')",1.5,"('green_diamond', 'red_circle', 'green_circle')",None,
1,11,dis,Present,rshift,lshift,0,1.1653152888709428,"('5', '3')",1.8,"('green_diamond', 'red_circle', 'green_circle')",None,
1,12,neut,Absent,lshift,lshift,1,0.6489747654054554,"('11', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
1,13,neut,Absent,lshift,lshift,1,0.9821236376747038,"('1', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
1,14,neut,Absent,lshift,lshift,1,0.6322269839911314,"('5', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
1,15,dis,Present,lshift,lshift,1,0.8155042892813071,"('9', '3')",2.2,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,16,neut,Absent,lshift,lshift,1,0.8155341238534675,"('5', 'noDis')",2.6,"('green_diamond', 'noDis', 'green_circle')",None,
1,17,neut,Present,rshift,lshift,0,0.8154247304221371,"('11', '5')",1.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,18,neut,Absent,rshift,lshift,0,0.7488830481565856,"('9', 'noDis')",1.9,"('green_diamond', 'noDis', 'green_circle')",None,
1,19,dis,Present,lshift,lshift,1,0.7488429479253682,"('3', '11')",1.9,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,20,neut,Absent,lshift,lshift,1,0.6821918722284863,"('9', 'noDis')",2.5,"('green_circle', 'noDis', 'green_diamond')",None,
1,21,neut,Absent,rshift,lshift,0,0.8987687304170322,"('9', 'noDis')",2.2,"('green_diamond', 'noDis', 'green_circle')",None,
1,22,neut,Absent,rshift,lshift,0,1.1987348216614464,"('5', 'noDis')",1.4,"('green_diamond', 'noDis', 'green_circle')",None,
1,23,neut,Present,lshift,lshift,1,0.7322138631952839,"('9', '3')",1.8,"('green_diamond', 'red_circle', 'green_circle')",None,
1,24,dis,Present,rshift,lshift,0,0.765508924867845,"('11', '3')",1.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,25,neut,Absent,lshift,lshift,1,1.198713007135666,"('5', 'noDis')",1.7,"('green_circle', 'noDis', 'green_diamond')",None,
1,26,neut,Absent,rshift,lshift,0,0.8821531193648298,"('1', 'noDis')",2.4,"('green_diamond', 'noDis', 'green_circle')",None,
1,27,neut,Present,lshift,lshift,1,0.6488541439098299,"('11', '3')",1.7,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,28,neut,Absent,lshift,lshift,1,0.6322394952633204,"('1', 'noDis')",1.8,"('green_circle', 'noDis', 'green_diamond')",None,
1,29,neut,Absent,lshift,lshift,1,0.8154372416943261,"('9', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
1,30,dis,Present,lshift,lshift,1,1.548563786154773,"('7', '3')",1.6,"('green_diamond', 'red_circle', 'green_circle')",None,
1,31,neut,Absent,lshift,lshift,1,0.8655070321369749,"('11', 'noDis')",1.8,"('green_diamond', 'noDis', 'green_circle')",None,
1,32,dis,Present,lshift,lshift,1,0.6322109438983716,"('7', '3')",1.9,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,33,neut,Absent,rshift,lshift,0,0.898716439715372,"('9', 'noDis')",1.7,"('green_circle', 'noDis', 'green_diamond')",None,
1,34,neut,Absent,lshift,lshift,1,0.8988668957833852,"('9', 'noDis')",1.4,"('green_circle', 'noDis', 'green_diamond')",None,
1,35,dis,Present,rshift,lshift,0,0.9987601008472211,"('3', '5')",2.0,"('green_diamond', 'red_circle', 'green_circle')",None,
1,36,neut,Absent,rshift,lshift,0,0.9654666431840724,"('1', 'noDis')",2.6,"('green_diamond', 'noDis', 'green_circle')",None,
1,37,neut,Present,lshift,lshift,1,0.649012940825969,"('11', '5')",2.6,"('green_diamond', 'red_circle', 'green_circle')",None,
1,38,neut,Absent,rshift,lshift,0,1.0654474271530034,"('9', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
1,39,neut,Absent,rshift,lshift,0,0.7988553148366009,"('11', 'noDis')",1.6,"('green_diamond', 'noDis', 'green_circle')",None,
1,40,neut,Absent,rshift,lshift,0,0.8321757198550586,"('1', 'noDis')",1.9,"('green_diamond', 'noDis', 'green_circle')",None,
1,41,neut,Absent,rshift,lshift,0,0.9654762672394099,"('7', 'noDis')",1.4,"('green_diamond', 'noDis', 'green_circle')",None,
1,42,dis,Present,lshift,lshift,1,1.2819893179398605,"('11', '9')",2.5,"('green_diamond', 'red_circle', 'green_circle')",None,
1,43,neut,Absent,lshift,lshift,1,0.6822409549117765,"('3', 'noDis')",1.9,"('green_circle', 'noDis', 'green_diamond')",None,
1,44,neut,Present,rshift,lshift,0,0.7154400968306618,"('9', '11')",2.2,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,45,neut,Absent,rshift,lshift,0,0.8988190963073066,"('1', 'noDis')",2.4,"('green_diamond', 'noDis', 'green_circle')",None,
1,46,neut,Present,lshift,lshift,1,0.548897099277383,"('9', '3')",1.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,47,neut,Present,lshift,lshift,1,0.6155456085593869,"('9', '7')",2.0,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,48,dis,Present,rshift,lshift,0,0.7155289589431959,"('9', '1')",1.6,"('green_diamond', 'red_circle', 'green_circle')",None,
1,49,neut,Present,lshift,lshift,1,0.9820857830563909,"('1', '9')",2.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,50,neut,Absent,rshift,lshift,0,0.6821905890210473,"('9', 'noDis')",2.5,"('green_circle', 'noDis', 'green_diamond')",None,
1,51,neut,Absent,rshift,lshift,0,0.7155501318652568,"('11', 'noDis')",2.5,"('green_diamond', 'noDis', 'green_circle')",None,
1,52,neut,Absent,rshift,lshift,0,0.6155869919980432,"('3', 'noDis')",2.4,"('green_diamond', 'noDis', 'green_circle')",None,
1,53,dis,Present,lshift,lshift,1,0.7827853877324742,"('9', '5')",1.7,"('green_diamond', 'red_circle', 'green_circle')",None,
1,54,neut,Absent,lshift,lshift,1,0.7322193168270132,"('1', 'noDis')",1.6,"('green_diamond', 'noDis', 'green_circle')",None,
1,55,neut,Absent,lshift,lshift,1,0.9987953890508834,"('5', 'noDis')",1.8,"('green_circle', 'noDis', 'green_diamond')",None,
1,56,dis,Present,lshift,lshift,1,0.7988264426703608,"('1', '11')",1.5,"('green_diamond', 'red_circle', 'green_circle')",None,
1,57,neut,Absent,rshift,lshift,0,0.7655538371272996,"('9', 'noDis')",1.5,"('green_circle', 'noDis', 'green_diamond')",None,
1,58,neut,Absent,lshift,lshift,1,0.6988947413842652,"('5', 'noDis')",2.3,"('green_diamond', 'noDis', 'green_circle')",None,
1,59,dis,Present,rshift,lshift,0,0.8654829719980626,"('5', '11')",1.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,60,neut,Absent,rshift,lshift,0,0.9821576426711545,"('3', 'noDis')",2.3,"('green_diamond', 'noDis', 'green_circle')",None,
1,61,neut,Present,rshift,lshift,0,0.6821902682195287,"('3', '1')",2.1,"('green_diamond', 'red_circle', 'green_circle')",None,
1,62,neut,Present,lshift,lshift,1,0.7987975705036661,"('9', '3')",2.0,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,63,dis,Present,lshift,lshift,1,0.7988184226237536,"('9', '3')",2.5,"('green_diamond', 'red_circle', 'green_circle')",None,
2,0,neut,Absent,rshift,lshift,0,0.832190155938406,"('9', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
2,1,neut,Absent,lshift,lshift,1,0.6155882752054822,"('3', 'noDis')",2.6,"('green_circle', 'noDis', 'green_diamond')",None,
2,2,dis,Present,lshift,lshift,1,0.9820768006047729,"('5', '9')",2.0,"('green_diamond', 'red_circle', 'green_circle')",None,
2,3,neut,Present,rshift,lshift,0,0.8987725800388944,"('3', '5')",2.0,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,4,neut,Absent,lshift,lshift,1,0.8321676998093608,"('3', 'noDis')",2.4,"('green_diamond', 'noDis', 'green_circle')",None,
2,5,neut,Absent,lshift,lshift,1,0.7988665429015782,"('7', 'noDis')",2.0,"('green_diamond', 'noDis', 'green_circle')",None,
2,6,neut,Absent,rshift,lshift,0,0.6489577629076848,"('9', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
2,7,neut,Absent,lshift,lshift,1,0.7655361930251274,"('11', 'noDis')",1.8,"('green_diamond', 'noDis', 'green_circle')",None,
2,8,dis,Present,lshift,lshift,1,0.765503150434597,"('1', '9')",2.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,9,dis,Present,lshift,lshift,1,0.8821460617241428,"('3', '7')",2.3,"('green_diamond', 'red_circle', 'green_circle')",None,
2,10,neut,Present,lshift,lshift,1,0.8321311283980322,"('5', '1')",2.5,"('green_diamond', 'red_circle', 'green_circle')",None,
2,11,dis,Present,rshift,lshift,0,0.7988296506882762,"('7', '5')",1.5,"('green_diamond', 'red_circle', 'green_circle')",None,
2,12,neut,Present,rshift,lshift,0,0.8987886201321089,"('1', '9')",2.1,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,13,neut,Present,lshift,lshift,1,1.1986860597799023,"('1', '11')",2.6,"('green_diamond', 'red_circle', 'green_circle')",None,
2,14,neut,Present,rshift,lshift,0,1.1820187996299865,"('9', '7')",2.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,15,neut,Absent,lshift,lshift,1,0.6989611473672994,"('11', 'noDis')",2.3,"('green_diamond', 'noDis', 'green_circle')",None,
2,16,neut,Absent,lshift,lshift,1,0.6655868476373143,"('7', 'noDis')",2.2,"('green_diamond', 'noDis', 'green_circle')",None,
2,17,neut,Present,lshift,lshift,1,0.7321442491938797,"('3', '11')",1.6,"('green_diamond', 'red_circle', 'green_circle')",None,
2,18,neut,Absent,lshift,lshift,1,0.6322847283240662,"('9', 'noDis')",2.4,"('green_circle', 'noDis', 'green_diamond')",None,
2,19,neut,Absent,lshift,lshift,1,0.6822207443951811,"('5', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
2,20,dis,Present,rshift,lshift,0,0.5655855323498145,"('3', '11')",1.8,"('green_diamond', 'red_circle', 'green_circle')",None,
2,21,neut,Absent,lshift,lshift,1,0.6653808928494982,"('9', 'noDis')",2.6,"('green_diamond', 'noDis', 'green_circle')",None,
2,22,dis,Present,rshift,lshift,0,0.648729351989914,"('9', '5')",1.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,23,neut,Absent,rshift,lshift,0,1.1486756176796007,"('9', 'noDis')",1.4,"('green_diamond', 'noDis', 'green_circle')",None,
2,24,neut,Absent,lshift,lshift,1,0.6988174281377724,"('9', 'noDis')",1.6,"('green_diamond', 'noDis', 'green_circle')",None,
2,25,neut,Absent,lshift,lshift,1,0.9494348915000046,"('3', 'noDis')",1.4,"('green_diamond', 'noDis', 'green_circle')",None,
2,26,neut,Absent,rshift,lshift,0,1.1321106933201008,"('7', 'noDis')",2.6,"('green_circle', 'noDis', 'green_diamond')",None,
2,27,neut,Absent,lshift,lshift,1,1.0821108376808297,"('1', 'noDis')",2.3,"('green_diamond', 'noDis', 'green_circle')",None,
2,28,neut,Absent,rshift,lshift,0,0.8321728326386619,"('7', 'noDis')",2.5,"('green_diamond', 'noDis', 'green_circle')",None,
2,29,neut,Absent,rshift,lshift,0,0.6489211914968109,"('11', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
2,30,neut,Present,rshift,lshift,0,0.6821870602007039,"('7', '5')",2.1,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,31,neut,Present,lshift,lshift,1,0.7820305409777575,"('3', '5')",2.0,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,32,dis,Present,lshift,lshift,1,0.9820918782916124,"('11', '5')",2.5,"('green_diamond', 'red_circle', 'green_circle')",None,
2,33,neut,Present,rshift,lshift,0,1.248640040754708,"('3', '9')",1.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,34,neut,Absent,rshift,lshift,0,1.015470348445433,"('5', 'noDis')",1.4,"('green_circle', 'noDis', 'green_diamond')",None,
2,35,neut,Present,rshift,lshift,0,0.8321301659925666,"('11', '9')",2.0,"('green_diamond', 'red_circle', 'green_circle')",None,
2,36,neut,Present,lshift,lshift,1,1.01540586727333,"('11', '1')",1.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,37,dis,Present,lshift,lshift,1,0.9154382361798525,"('5', '7')",2.2,"('green_diamond', 'red_circle', 'green_circle')",None,
2,38,neut,Absent,lshift,lshift,1,0.8156059834677762,"('11', 'noDis')",2.2,"('green_diamond', 'noDis', 'green_circle')",None,
2,39,neut,Present,rshift,lshift,0,0.8321234291538531,"('9', '1')",2.3,"('green_diamond', 'red_circle', 'green_circle')",None,
2,40,dis,Present,lshift,lshift,1,0.8988036978184937,"('1', '7')",2.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,41,neut,Absent,lshift,lshift,1,0.8321847023071314,"('5', 'noDis')",1.8,"('green_circle', 'noDis', 'green_diamond')",None,
2,42,neut,Present,lshift,lshift,1,0.9654178813025283,"('9', '7')",1.9,"('green_diamond', 'red_circle', 'green_circle')",None,
2,43,neut,Absent,lshift,lshift,1,0.5989264686872957,"('9', 'noDis')",1.7,"('green_diamond', 'noDis', 'green_circle')",None,
2,44,dis,Present,lshift,lshift,1,0.6822034210949823,"('3', '1')",1.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,45,neut,Absent,lshift,lshift,1,0.7322311864954827,"('11', 'noDis')",2.6,"('green_circle', 'noDis', 'green_diamond')",None,
2,46,neut,Absent,lshift,lshift,1,0.14909586810426845,"('11', 'noDis')",1.5,"('green_circle', 'noDis', 'green_diamond')",None,
2,47,dis,Present,lshift,lshift,1,0.6154628416820742,"('3', '11')",2.2,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,48,neut,Absent,rshift,lshift,0,0.9320881730304791,"('7', 'noDis')",1.5,"('green_circle', 'noDis', 'green_diamond')",None,
2,49,neut,Absent,rshift,lshift,0,0.6155141699778142,"('7', 'noDis')",1.6,"('green_diamond', 'noDis', 'green_circle')",None,
2,50,neut,Absent,rshift,lshift,0,0.7988453699790625,"('1', 'noDis')",1.9,"('green_diamond', 'noDis', 'green_circle')",None,
2,51,neut,Absent,rshift,lshift,0,0.6989078942601736,"('7', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
2,52,dis,Present,lshift,lshift,1,0.8987979233852457,"('1', '9')",2.6,"('green_diamond', 'red_circle', 'green_circle')",None,
2,53,neut,Present,lshift,lshift,1,0.8987783544725971,"('9', '3')",2.1,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,54,neut,Absent,lshift,lshift,1,0.7488766321193907,"('3', 'noDis')",1.4,"('green_circle', 'noDis', 'green_diamond')",None,
2,55,neut,Absent,rshift,lshift,0,1.0154738772657765,"('3', 'noDis')",2.0,"('green_diamond', 'noDis', 'green_circle')",None,
2,56,neut,Absent,rshift,lshift,0,0.6155950120446505,"('9', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
2,57,neut,Present,lshift,lshift,1,0.7155129188513456,"('11', '3')",1.6,"('green_diamond', 'red_circle', 'green_circle')",None,
2,58,dis,Present,lshift,lshift,1,0.8155212917790777,"('11', '3')",1.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,59,dis,Present,rshift,lshift,0,0.5822470180664823,"('1', '7')",1.9,"('green_diamond', 'red_circle', 'green_circle')",None,
2,60,neut,Absent,lshift,lshift,1,0.582258566933433,"('9', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
2,61,dis,Present,lshift,lshift,1,0.5655691714550812,"('5', '9')",2.1,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,62,dis,Present,rshift,lshift,0,1.2153606983729333,"('11', '3')",1.5,"('green_diamond', 'red_circle', 'green_circle')",None,
2,63,neut,Present,rshift,lshift,0,0.6322106230963982,"('3', '7')",1.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
3,0,neut,Absent,rshift,lshift,0,0.6155921248277991,"('1', 'noDis')",1.4,"('green_circle', 'noDis', 'green_diamond')",None,
3,1,dis,Present,lshift,lshift,1,1.0154344186380513,"('7', '3')",2.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
3,2,neut,Absent,rshift,lshift,0,0.5322256687031768,"('1', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
3,3,neut,Absent,lshift,lshift,1,0.7154718562137532,"('11', 'noDis')",2.3,"('green_diamond', 'noDis', 'green_circle')",None,
3,4,dis,Present,rshift,lshift,0,0.7654960927939101,"('1', '7')",2.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
3,5,neut,Present,lshift,lshift,1,0.9653572497531968,"('3', '9')",2.2,"('green_circle', 'red_diamond', 'green_diamond')",None,
3,6,neut,Absent,rshift,lshift,0,0.6489956175259977,"('3', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
3,7,neut,Absent,rshift,lshift,0,0.29903801149066567,"('1', 'noDis')",1.8,"('green_circle', 'noDis', 'green_diamond')",None,
3,8,neut,Present,rshift,lshift,0,1.198811493303765,"('1', '3')",2.4,"('green_diamond', 'red_circle', 'green_circle')",None,
