block,trialNum,trial_type,dis_PresentorAbsent,corrResp,subResp,trialCorr?,RT,"stim_loc(T,D)",ITI,"Tar,Dis,Other",trial_trigs,triggers
0,25,neut,Present,lshift,None,nan,nan,"('3', '1')",1.8,"('green_diamond', 'red_circle', 'green_circle')",None,
0,26,neut,Present,rshift,lshift,0,1.4486406684986832,"('1', '3')",1.9,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,27,neut,Absent,lshift,None,nan,nan,"('7', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
0,28,neut,Present,lshift,lshift,1,1.1820351893402403,"('5', '9')",2.1,"('green_diamond', 'red_circle', 'green_circle')",None,
0,29,dis,Present,lshift,lshift,1,1.2653902836974567,"('7', '1')",1.8,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,30,dis,Present,rshift,lshift,0,1.1153717093001205,"('7', '11')",1.9,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,31,neut,Present,lshift,lshift,1,0.9154547326858165,"('5', '7')",2.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,32,neut,Absent,lshift,None,nan,nan,"('1', 'noDis')",1.4,"('green_circle', 'noDis', 'green_diamond')",None,
0,33,neut,Absent,lshift,None,nan,nan,"('9', 'noDis')",2.1,"('green_diamond', 'noDis', 'green_circle')",None,
0,34,neut,Absent,lshift,None,nan,nan,"('9', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
0,35,neut,Absent,lshift,None,nan,nan,"('9', 'noDis')",2.4,"('green_circle', 'noDis', 'green_diamond')",None,
0,36,neut,Present,rshift,None,nan,nan,"('1', '5')",2.2,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,37,neut,Absent,rshift,None,nan,nan,"('5', 'noDis')",2.5,"('green_diamond', 'noDis', 'green_circle')",None,
0,38,neut,Absent,lshift,lshift,1,1.4819212407056739,"('9', 'noDis')",2.2,"('green_diamond', 'noDis', 'green_circle')",None,
0,39,neut,Absent,rshift,lshift,0,1.5319662491328927,"('11', 'noDis')",1.4,"('green_circle', 'noDis', 'green_diamond')",None,
0,40,neut,Absent,lshift,lshift,1,1.6152950377806974,"('1', 'noDis')",1.6,"('green_circle', 'noDis', 'green_diamond')",None,
0,41,dis,Present,rshift,None,nan,nan,"('5', '9')",1.7,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,42,neut,Absent,lshift,lshift,1,1.4819096918574814,"('1', 'noDis')",2.0,"('green_diamond', 'noDis', 'green_circle')",None,
0,43,dis,Present,rshift,None,nan,nan,"('9', '5')",2.2,"('green_diamond', 'red_circle', 'green_circle')",None,
0,44,neut,Present,lshift,None,nan,nan,"('7', '5')",2.5,"('green_diamond', 'red_circle', 'green_circle')",None,
0,45,dis,Present,rshift,None,nan,nan,"('3', '11')",1.8,"('green_diamond', 'red_circle', 'green_circle')",None,
0,46,neut,Present,rshift,None,nan,nan,"('3', '7')",2.1,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,47,dis,Present,lshift,None,nan,nan,"('7', '9')",1.8,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,48,neut,Present,lshift,lshift,1,1.7818435426220276,"('9', '11')",2.2,"('green_circle', 'red_diamond', 'green_diamond')",None,
0,49,dis,Present,lshift,None,nan,nan,"('5', '3')",1.5,"('green_diamond', 'red_circle', 'green_circle')",None,
0,50,neut,Absent,rshift,None,nan,nan,"('5', 'noDis')",1.6,"('green_diamond', 'noDis', 'green_circle')",None,
0,51,neut,Absent,rshift,None,nan,nan,"('1', 'noDis')",2.6,"('green_circle', 'noDis', 'green_diamond')",None,
0,52,neut,Absent,lshift,None,nan,nan,"('5', 'noDis')",2.2,"('green_diamond', 'noDis', 'green_circle')",None,
0,53,neut,Absent,lshift,None,nan,nan,"('3', 'noDis')",1.5,"('green_circle', 'noDis', 'green_diamond')",None,
0,54,neut,Absent,lshift,None,nan,nan,"('1', 'noDis')",1.9,"('green_diamond', 'noDis', 'green_circle')",None,
0,55,dis,Present,lshift,None,nan,nan,"('9', '1')",1.5,"('green_diamond', 'red_circle', 'green_circle')",None,
0,56,neut,Absent,lshift,None,nan,nan,"('11', 'noDis')",1.8,"('green_circle', 'noDis', 'green_diamond')",None,
0,57,dis,Present,lshift,None,nan,nan,"('7', '11')",2.4,"('green_diamond', 'red_circle', 'green_circle')",None,
0,58,neut,Absent,rshift,None,nan,nan,"('9', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
0,59,dis,Present,rshift,None,nan,nan,"('7', '11')",2.2,"('green_diamond', 'red_circle', 'green_circle')",None,
0,60,neut,Absent,lshift,None,nan,nan,"('11', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
0,61,neut,Absent,rshift,None,nan,nan,"('9', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
0,62,neut,Absent,rshift,None,nan,nan,"('3', 'noDis')",1.7,"('green_circle', 'noDis', 'green_diamond')",None,
0,63,neut,Present,rshift,None,nan,nan,"('7', '3')",1.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,0,neut,Present,lshift,None,nan,nan,"('5', '3')",2.5,"('green_diamond', 'red_circle', 'green_circle')",None,
1,1,neut,Absent,rshift,None,nan,nan,"('7', 'noDis')",1.9,"('green_diamond', 'noDis', 'green_circle')",None,
1,2,dis,Present,rshift,None,nan,nan,"('11', '3')",1.8,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,3,dis,Present,rshift,None,nan,nan,"('3', '7')",2.3,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,4,neut,Absent,rshift,None,nan,nan,"('5', 'noDis')",2.4,"('green_circle', 'noDis', 'green_diamond')",None,
1,5,neut,Absent,lshift,None,nan,nan,"('11', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
1,6,neut,Absent,lshift,None,nan,nan,"('5', 'noDis')",1.6,"('green_circle', 'noDis', 'green_diamond')",None,
1,7,neut,Absent,lshift,None,nan,nan,"('7', 'noDis')",2.4,"('green_diamond', 'noDis', 'green_circle')",None,
1,8,dis,Present,lshift,lshift,1,1.7152188795434995,"('7', '5')",2.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,9,neut,Absent,rshift,None,nan,nan,"('7', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
1,10,neut,Absent,lshift,None,nan,nan,"('9', 'noDis')",1.8,"('green_circle', 'noDis', 'green_diamond')",None,
1,11,dis,Present,lshift,lshift,1,1.2820154921380436,"('3', '11')",2.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,12,neut,Present,lshift,None,nan,nan,"('7', '5')",2.3,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,13,neut,Present,lshift,None,nan,nan,"('9', '3')",2.2,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,14,neut,Absent,rshift,None,nan,nan,"('1', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
1,15,neut,Present,lshift,None,nan,nan,"('9', '5')",1.7,"('green_diamond', 'red_circle', 'green_circle')",None,
1,16,neut,Absent,lshift,None,nan,nan,"('11', 'noDis')",1.5,"('green_circle', 'noDis', 'green_diamond')",None,
1,17,neut,Absent,rshift,None,nan,nan,"('5', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
1,18,neut,Absent,lshift,None,nan,nan,"('3', 'noDis')",2.6,"('green_diamond', 'noDis', 'green_circle')",None,
1,19,neut,Absent,lshift,None,nan,nan,"('1', 'noDis')",1.5,"('green_diamond', 'noDis', 'green_circle')",None,
1,20,dis,Present,rshift,None,nan,nan,"('1', '9')",2.3,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,21,neut,Absent,rshift,None,nan,nan,"('9', 'noDis')",1.5,"('green_circle', 'noDis', 'green_diamond')",None,
1,22,neut,Absent,rshift,None,nan,nan,"('11', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
1,23,neut,Absent,rshift,None,nan,nan,"('9', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
1,24,dis,Present,rshift,lshift,0,1.5652378389027035,"('7', '3')",2.0,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,25,dis,Present,rshift,None,nan,nan,"('1', '3')",1.7,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,26,dis,Present,lshift,None,nan,nan,"('7', '11')",2.2,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,27,dis,Present,rshift,lshift,0,1.8318446012663117,"('7', '1')",1.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,28,neut,Present,lshift,None,nan,nan,"('11', '1')",1.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,29,dis,Present,rshift,lshift,0,1.765204218922463,"('11', '1')",1.9,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,30,neut,Present,rshift,None,nan,nan,"('11', '5')",2.6,"('green_diamond', 'red_circle', 'green_circle')",None,
1,31,neut,Present,rshift,None,nan,nan,"('9', '1')",1.6,"('green_diamond', 'red_circle', 'green_circle')",None,
1,32,neut,Absent,rshift,None,nan,nan,"('11', 'noDis')",2.2,"('green_diamond', 'noDis', 'green_circle')",None,
1,33,neut,Absent,rshift,None,nan,nan,"('11', 'noDis')",1.4,"('green_circle', 'noDis', 'green_diamond')",None,
1,34,neut,Absent,lshift,lshift,1,1.9318393401244975,"('9', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
1,35,dis,Present,rshift,None,nan,nan,"('1', '11')",2.3,"('green_diamond', 'red_circle', 'green_circle')",None,
1,36,neut,Present,lshift,None,nan,nan,"('5', '3')",1.9,"('green_diamond', 'red_circle', 'green_circle')",None,
1,37,neut,Absent,rshift,None,nan,nan,"('9', 'noDis')",1.4,"('green_circle', 'noDis', 'green_diamond')",None,
1,38,dis,Present,lshift,None,nan,nan,"('11', '9')",2.3,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,39,dis,Present,rshift,None,nan,nan,"('7', '1')",2.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,40,neut,Present,lshift,None,nan,nan,"('11', '1')",1.9,"('green_diamond', 'red_circle', 'green_circle')",None,
1,41,neut,Absent,lshift,lshift,1,1.5985819297741273,"('1', 'noDis')",2.1,"('green_diamond', 'noDis', 'green_circle')",None,
1,42,dis,Present,rshift,lshift,0,1.9984261486454216,"('9', '5')",2.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,43,neut,Absent,rshift,None,nan,nan,"('1', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
1,44,neut,Present,rshift,None,nan,nan,"('7', '1')",1.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,45,dis,Present,rshift,None,nan,nan,"('9', '7')",2.6,"('green_diamond', 'red_circle', 'green_circle')",None,
1,46,neut,Absent,lshift,None,nan,nan,"('3', 'noDis')",2.4,"('green_circle', 'noDis', 'green_diamond')",None,
1,47,neut,Absent,lshift,None,nan,nan,"('7', 'noDis')",2.6,"('green_diamond', 'noDis', 'green_circle')",None,
1,48,neut,Absent,lshift,None,nan,nan,"('9', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
1,49,neut,Present,lshift,None,nan,nan,"('3', '9')",1.7,"('green_diamond', 'red_circle', 'green_circle')",None,
1,50,neut,Absent,rshift,None,nan,nan,"('7', 'noDis')",2.6,"('green_diamond', 'noDis', 'green_circle')",None,
1,51,neut,Present,lshift,None,nan,nan,"('9', '1')",2.3,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,52,neut,Present,rshift,None,nan,nan,"('1', '7')",2.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,53,neut,Absent,rshift,None,nan,nan,"('11', 'noDis')",1.5,"('green_diamond', 'noDis', 'green_circle')",None,
1,54,neut,Present,lshift,None,nan,nan,"('1', '7')",2.0,"('green_diamond', 'red_circle', 'green_circle')",None,
1,55,neut,Absent,rshift,None,nan,nan,"('1', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
1,56,neut,Absent,lshift,None,nan,nan,"('3', 'noDis')",1.4,"('green_circle', 'noDis', 'green_diamond')",None,
1,57,neut,Present,lshift,None,nan,nan,"('7', '11')",2.4,"('green_diamond', 'red_circle', 'green_circle')",None,
1,58,dis,Present,rshift,None,nan,nan,"('11', '9')",1.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
1,59,neut,Present,lshift,None,nan,nan,"('11', '3')",2.6,"('green_diamond', 'red_circle', 'green_circle')",None,
1,60,neut,Absent,lshift,None,nan,nan,"('3', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
1,61,neut,Absent,rshift,None,nan,nan,"('5', 'noDis')",2.6,"('green_diamond', 'noDis', 'green_circle')",None,
1,62,neut,Absent,lshift,lshift,1,1.8151693478173456,"('9', 'noDis')",1.6,"('green_diamond', 'noDis', 'green_circle')",None,
1,63,neut,Absent,lshift,None,nan,nan,"('7', 'noDis')",2.3,"('green_diamond', 'noDis', 'green_circle')",None,
2,0,neut,Absent,rshift,None,nan,nan,"('5', 'noDis')",1.6,"('green_circle', 'noDis', 'green_diamond')",None,
2,1,neut,Present,lshift,None,nan,nan,"('5', '1')",1.9,"('green_diamond', 'red_circle', 'green_circle')",None,
2,2,dis,Present,rshift,None,nan,nan,"('3', '1')",1.6,"('green_diamond', 'red_circle', 'green_circle')",None,
2,3,neut,Absent,lshift,None,nan,nan,"('3', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
2,4,neut,Absent,rshift,None,nan,nan,"('7', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
2,5,neut,Absent,rshift,None,nan,nan,"('9', 'noDis')",1.4,"('green_circle', 'noDis', 'green_diamond')",None,
2,6,neut,Absent,rshift,None,nan,nan,"('11', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
2,7,neut,Absent,rshift,None,nan,nan,"('3', 'noDis')",2.4,"('green_diamond', 'noDis', 'green_circle')",None,
2,8,neut,Absent,rshift,None,nan,nan,"('9', 'noDis')",1.4,"('green_circle', 'noDis', 'green_diamond')",None,
2,9,neut,Present,lshift,None,nan,nan,"('3', '7')",2.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,10,neut,Present,lshift,None,nan,nan,"('3', '9')",1.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,11,neut,Present,rshift,None,nan,nan,"('1', '7')",2.2,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,12,dis,Present,rshift,lshift,0,1.8484749425285827,"('11', '1')",1.8,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,13,neut,Absent,lshift,None,nan,nan,"('7', 'noDis')",2.1,"('green_diamond', 'noDis', 'green_circle')",None,
2,14,neut,Absent,rshift,None,nan,nan,"('11', 'noDis')",1.7,"('green_diamond', 'noDis', 'green_circle')",None,
2,15,dis,Present,lshift,None,nan,nan,"('1', '5')",2.6,"('green_diamond', 'red_circle', 'green_circle')",None,
2,16,dis,Present,lshift,lshift,1,1.5652590117908858,"('9', '11')",1.6,"('green_diamond', 'red_circle', 'green_circle')",None,
2,17,neut,Absent,rshift,None,nan,nan,"('5', 'noDis')",1.9,"('green_diamond', 'noDis', 'green_circle')",None,
2,18,neut,Absent,rshift,None,nan,nan,"('1', 'noDis')",1.5,"('green_circle', 'noDis', 'green_diamond')",None,
2,19,neut,Absent,rshift,None,nan,nan,"('11', 'noDis')",1.6,"('green_circle', 'noDis', 'green_diamond')",None,
2,20,neut,Present,rshift,None,nan,nan,"('7', '9')",2.2,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,21,neut,Absent,lshift,None,nan,nan,"('11', 'noDis')",1.9,"('green_circle', 'noDis', 'green_diamond')",None,
2,22,dis,Present,lshift,None,nan,nan,"('9', '11')",2.2,"('green_diamond', 'red_circle', 'green_circle')",None,
2,23,neut,Present,lshift,None,nan,nan,"('5', '3')",2.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,24,neut,Absent,rshift,None,nan,nan,"('11', 'noDis')",1.8,"('green_diamond', 'noDis', 'green_circle')",None,
2,25,neut,Absent,lshift,None,nan,nan,"('1', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
2,26,neut,Absent,rshift,lshift,0,1.2986471166054798,"('7', 'noDis')",1.5,"('green_diamond', 'noDis', 'green_circle')",None,
2,27,dis,Present,rshift,None,nan,nan,"('1', '9')",1.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,28,dis,Present,rshift,None,nan,nan,"('1', '7')",1.6,"('green_diamond', 'red_circle', 'green_circle')",None,
2,29,neut,Present,rshift,None,nan,nan,"('11', '1')",2.0,"('green_diamond', 'red_circle', 'green_circle')",None,
2,30,neut,Present,lshift,None,nan,nan,"('9', '1')",1.5,"('green_diamond', 'red_circle', 'green_circle')",None,
2,31,neut,Absent,lshift,None,nan,nan,"('3', 'noDis')",1.5,"('green_circle', 'noDis', 'green_diamond')",None,
2,32,dis,Present,lshift,None,nan,nan,"('3', '1')",2.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,33,neut,Present,rshift,None,nan,nan,"('3', '9')",2.2,"('green_diamond', 'red_circle', 'green_circle')",None,
2,34,neut,Absent,rshift,None,nan,nan,"('7', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
2,35,neut,Present,rshift,None,nan,nan,"('5', '9')",2.1,"('green_diamond', 'red_circle', 'green_circle')",None,
2,36,dis,Present,lshift,None,nan,nan,"('11', '3')",2.0,"('green_diamond', 'red_circle', 'green_circle')",None,
2,37,neut,Absent,lshift,None,nan,nan,"('3', 'noDis')",2.3,"('green_diamond', 'noDis', 'green_circle')",None,
2,38,neut,Absent,lshift,None,nan,nan,"('9', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
2,39,neut,Absent,lshift,None,nan,nan,"('7', 'noDis')",2.6,"('green_circle', 'noDis', 'green_diamond')",None,
2,40,neut,Absent,lshift,lshift,1,1.4486432349094684,"('3', 'noDis')",2.4,"('green_diamond', 'noDis', 'green_circle')",None,
2,41,neut,Present,lshift,None,nan,nan,"('5', '9')",1.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,42,dis,Present,lshift,None,nan,nan,"('5', '1')",2.2,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,43,dis,Present,lshift,lshift,1,1.5819268868090148,"('7', '9')",2.6,"('green_diamond', 'red_circle', 'green_circle')",None,
2,44,neut,Absent,lshift,lshift,1,1.6319407775067702,"('9', 'noDis')",2.4,"('green_diamond', 'noDis', 'green_circle')",None,
2,45,neut,Absent,lshift,None,nan,nan,"('9', 'noDis')",2.6,"('green_circle', 'noDis', 'green_diamond')",None,
2,46,dis,Present,lshift,lshift,1,1.4985977773599188,"('11', '5')",2.0,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,47,neut,Absent,rshift,lshift,0,1.915186542768879,"('7', 'noDis')",1.7,"('green_diamond', 'noDis', 'green_circle')",None,
2,48,neut,Present,lshift,None,nan,nan,"('1', '7')",1.7,"('green_diamond', 'red_circle', 'green_circle')",None,
2,49,neut,Absent,rshift,None,nan,nan,"('9', 'noDis')",2.6,"('green_circle', 'noDis', 'green_diamond')",None,
2,50,neut,Absent,rshift,None,nan,nan,"('1', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
2,51,neut,Absent,lshift,lshift,1,0.9155025320851564,"('9', 'noDis')",1.4,"('green_diamond', 'noDis', 'green_circle')",None,
2,52,neut,Present,rshift,None,nan,nan,"('5', '3')",1.7,"('green_diamond', 'red_circle', 'green_circle')",None,
2,53,dis,Present,lshift,None,nan,nan,"('7', '9')",1.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,54,neut,Present,rshift,lshift,0,1.881793048491545,"('3', '9')",1.7,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,55,dis,Present,lshift,None,nan,nan,"('9', '11')",1.9,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,56,neut,Absent,rshift,lshift,0,1.6319244166388671,"('3', 'noDis')",2.1,"('green_circle', 'noDis', 'green_diamond')",None,
2,57,dis,Present,rshift,lshift,0,1.8984612443114202,"('11', '7')",2.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,58,neut,Present,rshift,None,nan,nan,"('7', '3')",1.4,"('green_circle', 'red_diamond', 'green_diamond')",None,
2,59,neut,Absent,rshift,lshift,0,1.5153079981546398,"('3', 'noDis')",2.4,"('green_circle', 'noDis', 'green_diamond')",None,
2,60,neut,Absent,rshift,None,nan,nan,"('3', 'noDis')",2.1,"('green_diamond', 'noDis', 'green_circle')",None,
2,61,neut,Present,lshift,None,nan,nan,"('1', '5')",2.1,"('green_diamond', 'red_circle', 'green_circle')",None,
2,62,dis,Present,rshift,None,nan,nan,"('7', '1')",1.8,"('green_diamond', 'red_circle', 'green_circle')",None,
2,63,neut,Absent,lshift,None,nan,nan,"('7', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
3,0,neut,Present,rshift,None,nan,nan,"('9', '11')",2.6,"('green_diamond', 'red_circle', 'green_circle')",None,
3,1,neut,Absent,lshift,lshift,1,1.7818663195166664,"('3', 'noDis')",2.3,"('green_diamond', 'noDis', 'green_circle')",None,
3,2,neut,Absent,rshift,lshift,0,1.398702166115072,"('7', 'noDis')",2.6,"('green_circle', 'noDis', 'green_diamond')",None,
3,3,neut,Present,lshift,None,nan,nan,"('7', '1')",2.1,"('green_diamond', 'red_circle', 'green_circle')",None,
3,4,neut,Absent,rshift,lshift,0,1.5985777593568855,"('9', 'noDis')",1.5,"('green_diamond', 'noDis', 'green_circle')",None,
3,5,neut,Absent,lshift,lshift,1,1.4820681677174434,"('7', 'noDis')",1.4,"('green_diamond', 'noDis', 'green_circle')",None,
3,6,dis,Present,rshift,None,nan,nan,"('1', '11')",1.6,"('green_diamond', 'red_circle', 'green_circle')",None,
3,7,dis,Present,rshift,lshift,0,1.1486869280515748,"('9', '5')",1.7,"('green_diamond', 'red_circle', 'green_circle')",None,
3,8,neut,Absent,rshift,lshift,0,1.9817897121579335,"('7', 'noDis')",2.3,"('green_circle', 'noDis', 'green_diamond')",None,
3,9,neut,Absent,rshift,lshift,0,1.3653712280979562,"('1', 'noDis')",1.8,"('green_diamond', 'noDis', 'green_circle')",None,
3,10,neut,Present,lshift,lshift,1,1.9817415919569612,"('11', '5')",2.0,"('green_circle', 'red_diamond', 'green_diamond')",None,
3,11,dis,Present,lshift,None,nan,nan,"('3', '7')",1.7,"('green_circle', 'red_diamond', 'green_diamond')",None,
3,12,neut,Present,rshift,None,nan,nan,"('3', '7')",2.6,"('green_diamond', 'red_circle', 'green_circle')",None,
3,13,neut,Absent,rshift,None,nan,nan,"('5', 'noDis')",2.2,"('green_circle', 'noDis', 'green_diamond')",None,
3,14,dis,Present,lshift,lshift,1,1.0654113924256308,"('11', '5')",2.6,"('green_diamond', 'red_circle', 'green_circle')",None,
3,15,neut,Absent,rshift,None,nan,nan,"('7', 'noDis')",2.1,"('green_diamond', 'noDis', 'green_circle')",None,
3,16,neut,Absent,rshift,lshift,0,1.8818536799440153,"('5', 'noDis')",2.0,"('green_circle', 'noDis', 'green_diamond')",None,
3,17,dis,Present,rshift,None,nan,nan,"('9', '11')",2.4,"('green_diamond', 'red_circle', 'green_circle')",None,
3,18,neut,Present,lshift,None,nan,nan,"('3', '9')",2.6,"('green_circle', 'red_diamond', 'green_diamond')",None,
3,19,neut,Present,lshift,None,nan,nan,"('5', '7')",2.5,"('green_circle', 'red_diamond', 'green_diamond')",None,
3,20,neut,Absent,rshift,None,nan,nan,"('7', 'noDis')",1.5,"('green_circle', 'noDis', 'green_diamond')",None,
3,21,neut,Absent,lshift,lshift,1,0.9154980408661686,"('3', 'noDis')",2.2,"('green_diamond', 'noDis', 'green_circle')",None,
3,22,neut,Absent,rshift,None,nan,nan,"('5', 'noDis')",1.8,"('green_diamond', 'noDis', 'green_circle')",None,
3,23,neut,Present,lshift,None,nan,nan,"('3', '1')",1.7,"('green_circle', 'red_diamond', 'green_diamond')",None,
3,24,neut,Absent,lshift,lshift,1,0.9487904827228704,"('3', 'noDis')",2.6,"('green_diamond', 'noDis', 'green_circle')",None,
3,25,neut,Absent,lshift,lshift,1,1.398675539604028,"('1', 'noDis')",2.6,"('green_diamond', 'noDis', 'green_circle')",None,
